Date,Consommation (MW),ds,y
2013-08-04,37840.229166666664,2013-08-04,37840.229166666664
2013-08-05,43380.645833333336,2013-08-05,43380.645833333336
2013-08-06,43686.395833333336,2013-08-06,43686.395833333336
2013-08-07,42697.270833333336,2013-08-07,42697.270833333336
2013-08-08,42009.541666666664,2013-08-08,42009.541666666664
2013-08-09,41718.625,2013-08-09,41718.625
2013-08-10,38192.604166666664,2013-08-10,38192.604166666664
2013-08-11,35964.666666666664,2013-08-11,35964.666666666664
2013-08-12,41092.479166666664,2013-08-12,41092.479166666664
2013-08-13,41829.916666666664,2013-08-13,41829.916666666664
2013-08-14,41813.979166666664,2013-08-14,41813.979166666664
2013-08-15,38040.958333333336,2013-08-15,38040.958333333336
2013-08-16,40919.583333333336,2013-08-16,40919.583333333336
2013-08-17,39090.583333333336,2013-08-17,39090.583333333336
2013-08-18,37077.1875,2013-08-18,37077.1875
2013-08-19,42525.958333333336,2013-08-19,42525.958333333336
2013-08-20,43427.958333333336,2013-08-20,43427.958333333336
2013-08-21,43818.0,2013-08-21,43818.0
2013-08-22,44339.1875,2013-08-22,44339.1875
2013-08-23,44584.666666666664,2013-08-23,44584.666666666664
2013-08-24,40297.083333333336,2013-08-24,40297.083333333336
2013-08-25,37375.666666666664,2013-08-25,37375.666666666664
2013-08-26,44218.9375,2013-08-26,44218.9375
2013-08-27,46369.166666666664,2013-08-27,46369.166666666664
2013-08-28,46641.333333333336,2013-08-28,46641.333333333336
2013-08-29,47025.166666666664,2013-08-29,47025.166666666664
2013-08-30,46692.354166666664,2013-08-30,46692.354166666664
2013-08-31,41303.958333333336,2013-08-31,41303.958333333336
2013-09-01,38279.604166666664,2013-09-01,38279.604166666664
2013-09-02,45930.3125,2013-09-02,45930.3125
2013-09-03,48024.604166666664,2013-09-03,48024.604166666664
2013-09-04,48800.8125,2013-09-04,48800.8125
2013-09-05,48945.979166666664,2013-09-05,48945.979166666664
2013-09-06,47889.083333333336,2013-09-06,47889.083333333336
2013-09-07,41586.270833333336,2013-09-07,41586.270833333336
2013-09-08,38583.479166666664,2013-09-08,38583.479166666664
2013-09-09,46206.541666666664,2013-09-09,46206.541666666664
2013-09-10,47263.083333333336,2013-09-10,47263.083333333336
2013-09-11,48338.479166666664,2013-09-11,48338.479166666664
2013-09-12,48884.9375,2013-09-12,48884.9375
2013-09-13,48322.708333333336,2013-09-13,48322.708333333336
2013-09-14,42624.625,2013-09-14,42624.625
2013-09-15,39730.6875,2013-09-15,39730.6875
2013-09-16,47602.395833333336,2013-09-16,47602.395833333336
2013-09-17,49997.9375,2013-09-17,49997.9375
2013-09-18,49835.083333333336,2013-09-18,49835.083333333336
2013-09-19,49654.333333333336,2013-09-19,49654.333333333336
2013-09-20,48395.354166666664,2013-09-20,48395.354166666664
2013-09-21,42473.75,2013-09-21,42473.75
2013-09-22,39476.833333333336,2013-09-22,39476.833333333336
2013-09-23,46953.354166666664,2013-09-23,46953.354166666664
2013-09-24,48334.333333333336,2013-09-24,48334.333333333336
2013-09-25,48583.375,2013-09-25,48583.375
2013-09-26,48642.4375,2013-09-26,48642.4375
2013-09-27,47966.458333333336,2013-09-27,47966.458333333336
2013-09-28,42225.625,2013-09-28,42225.625
2013-09-29,39467.541666666664,2013-09-29,39467.541666666664
2013-09-30,47035.958333333336,2013-09-30,47035.958333333336
2013-10-01,48766.5,2013-10-01,48766.5
2013-10-02,49059.354166666664,2013-10-02,49059.354166666664
2013-10-03,49220.3125,2013-10-03,49220.3125
2013-10-04,48468.375,2013-10-04,48468.375
2013-10-05,42531.25,2013-10-05,42531.25
2013-10-06,39879.791666666664,2013-10-06,39879.791666666664
2013-10-07,47587.020833333336,2013-10-07,47587.020833333336
2013-10-08,49268.979166666664,2013-10-08,49268.979166666664
2013-10-09,49721.875,2013-10-09,49721.875
2013-10-10,51568.416666666664,2013-10-10,51568.416666666664
2013-10-11,53182.354166666664,2013-10-11,53182.354166666664
2013-10-12,49117.541666666664,2013-10-12,49117.541666666664
2013-10-13,47038.291666666664,2013-10-13,47038.291666666664
2013-10-14,53755.791666666664,2013-10-14,53755.791666666664
2013-10-15,54593.770833333336,2013-10-15,54593.770833333336
2013-10-16,54712.625,2013-10-16,54712.625
2013-10-17,53190.166666666664,2013-10-17,53190.166666666664
2013-10-18,52433.958333333336,2013-10-18,52433.958333333336
2013-10-19,46152.125,2013-10-19,46152.125
2013-10-20,42440.291666666664,2013-10-20,42440.291666666664
2013-10-21,49586.291666666664,2013-10-21,49586.291666666664
2013-10-22,50554.8125,2013-10-22,50554.8125
2013-10-23,50374.666666666664,2013-10-23,50374.666666666664
2013-10-24,50846.583333333336,2013-10-24,50846.583333333336
2013-10-25,50212.8125,2013-10-25,50212.8125
2013-10-26,43957.666666666664,2013-10-26,43957.666666666664
2013-10-27,41850.854166666664,2013-10-27,41850.854166666664
2013-10-28,49710.8125,2013-10-28,49710.8125
2013-10-29,52937.583333333336,2013-10-29,52937.583333333336
2013-10-30,55112.604166666664,2013-10-30,55112.604166666664
2013-10-31,56159.0,2013-10-31,56159.0
2013-11-01,49868.9375,2013-11-01,49868.9375
2013-11-02,47750.166666666664,2013-11-02,47750.166666666664
2013-11-03,47051.145833333336,2013-11-03,47051.145833333336
2013-11-04,56737.3125,2013-11-04,56737.3125
2013-11-05,60354.1875,2013-11-05,60354.1875
2013-11-06,57431.270833333336,2013-11-06,57431.270833333336
2013-11-07,55641.75,2013-11-07,55641.75
2013-11-08,55837.541666666664,2013-11-08,55837.541666666664
2013-11-09,52249.666666666664,2013-11-09,52249.666666666664
2013-11-10,50046.291666666664,2013-11-10,50046.291666666664
2013-11-11,53751.5625,2013-11-11,53751.5625
2013-11-12,61267.6875,2013-11-12,61267.6875
2013-11-13,62172.75,2013-11-13,62172.75
2013-11-14,64956.666666666664,2013-11-14,64956.666666666664
2013-11-15,66263.3125,2013-11-15,66263.3125
2013-11-16,61439.25,2013-11-16,61439.25
2013-11-17,58512.520833333336,2013-11-17,58512.520833333336
2013-11-18,66736.20833333333,2013-11-18,66736.20833333333
2013-11-19,68683.83333333333,2013-11-19,68683.83333333333
2013-11-20,72505.9375,2013-11-20,72505.9375
2013-11-21,72585.375,2013-11-21,72585.375
2013-11-22,74082.97916666667,2013-11-22,74082.97916666667
2013-11-23,67245.66666666667,2013-11-23,67245.66666666667
2013-11-24,62725.041666666664,2013-11-24,62725.041666666664
2013-11-25,69707.22916666667,2013-11-25,69707.22916666667
2013-11-26,71822.375,2013-11-26,71822.375
2013-11-27,73228.22916666667,2013-11-27,73228.22916666667
2013-11-28,76330.20833333333,2013-11-28,76330.20833333333
2013-11-29,73857.33333333333,2013-11-29,73857.33333333333
2013-11-30,66104.72916666667,2013-11-30,66104.72916666667
2013-12-01,63678.020833333336,2013-12-01,63678.020833333336
2013-12-02,71660.04166666667,2013-12-02,71660.04166666667
2013-12-03,74338.22916666667,2013-12-03,74338.22916666667
2013-12-04,75578.64583333333,2013-12-04,75578.64583333333
2013-12-05,73930.58333333333,2013-12-05,73930.58333333333
2013-12-06,71917.25,2013-12-06,71917.25
2013-12-07,66232.83333333333,2013-12-07,66232.83333333333
2013-12-08,64182.729166666664,2013-12-08,64182.729166666664
2013-12-09,74471.60416666667,2013-12-09,74471.60416666667
2013-12-10,75981.875,2013-12-10,75981.875
2013-12-11,75578.52083333333,2013-12-11,75578.52083333333
2013-12-12,75868.875,2013-12-12,75868.875
2013-12-13,74734.0625,2013-12-13,74734.0625
2013-12-14,67015.16666666667,2013-12-14,67015.16666666667
2013-12-15,63672.479166666664,2013-12-15,63672.479166666664
2013-12-16,69848.58333333333,2013-12-16,69848.58333333333
2013-12-17,69886.0625,2013-12-17,69886.0625
2013-12-18,68150.02083333333,2013-12-18,68150.02083333333
2013-12-19,67585.16666666667,2013-12-19,67585.16666666667
2013-12-20,68054.5,2013-12-20,68054.5
2013-12-21,64049.666666666664,2013-12-21,64049.666666666664
2013-12-22,58883.083333333336,2013-12-22,58883.083333333336
2013-12-23,61615.625,2013-12-23,61615.625
2013-12-24,58865.875,2013-12-24,58865.875
2013-12-25,52374.020833333336,2013-12-25,52374.020833333336
2013-12-26,60206.645833333336,2013-12-26,60206.645833333336
2013-12-27,61324.958333333336,2013-12-27,61324.958333333336
2013-12-28,58234.895833333336,2013-12-28,58234.895833333336
2013-12-29,58320.5,2013-12-29,58320.5
2013-12-30,64969.479166666664,2013-12-30,64969.479166666664
2013-12-31,63506.0625,2013-12-31,63506.0625
2014-01-01,56920.9375,2014-01-01,56920.9375
2014-01-02,60583.166666666664,2014-01-02,60583.166666666664
2014-01-03,61563.979166666664,2014-01-03,61563.979166666664
2014-01-04,58535.916666666664,2014-01-04,58535.916666666664
2014-01-05,58208.791666666664,2014-01-05,58208.791666666664
2014-01-06,64356.25,2014-01-06,64356.25
2014-01-07,63894.6875,2014-01-07,63894.6875
2014-01-08,63067.395833333336,2014-01-08,63067.395833333336
2014-01-09,64171.770833333336,2014-01-09,64171.770833333336
2014-01-10,65663.8125,2014-01-10,65663.8125
2014-01-11,59937.958333333336,2014-01-11,59937.958333333336
2014-01-12,58975.166666666664,2014-01-12,58975.166666666664
2014-01-13,66367.25,2014-01-13,66367.25
2014-01-14,69254.4375,2014-01-14,69254.4375
2014-01-15,71050.4375,2014-01-15,71050.4375
2014-01-16,68920.85416666667,2014-01-16,68920.85416666667
2014-01-17,67405.75,2014-01-17,67405.75
2014-01-18,61864.583333333336,2014-01-18,61864.583333333336
2014-01-19,58947.479166666664,2014-01-19,58947.479166666664
2014-01-20,69201.33333333333,2014-01-20,69201.33333333333
2014-01-21,72297.4375,2014-01-21,72297.4375
2014-01-22,72995.875,2014-01-22,72995.875
2014-01-23,72047.9375,2014-01-23,72047.9375
2014-01-24,70824.72916666667,2014-01-24,70824.72916666667
2014-01-25,64357.625,2014-01-25,64357.625
2014-01-26,60539.479166666664,2014-01-26,60539.479166666664
2014-01-27,69991.375,2014-01-27,69991.375
2014-01-28,73213.35416666667,2014-01-28,73213.35416666667
2014-01-29,73412.02083333333,2014-01-29,73412.02083333333
2014-01-30,72257.3125,2014-01-30,72257.3125
2014-01-31,72792.25,2014-01-31,72792.25
2014-02-01,65666.95833333333,2014-02-01,65666.95833333333
2014-02-02,62822.5625,2014-02-02,62822.5625
2014-02-03,70252.625,2014-02-03,70252.625
2014-02-04,70363.27083333333,2014-02-04,70363.27083333333
2014-02-05,71548.4375,2014-02-05,71548.4375
2014-02-06,70533.16666666667,2014-02-06,70533.16666666667
2014-02-07,67156.35416666667,2014-02-07,67156.35416666667
2014-02-08,63330.041666666664,2014-02-08,63330.041666666664
2014-02-09,61338.395833333336,2014-02-09,61338.395833333336
2014-02-10,67916.45833333333,2014-02-10,67916.45833333333
2014-02-11,70623.6875,2014-02-11,70623.6875
2014-02-12,70848.08333333333,2014-02-12,70848.08333333333
2014-02-13,70345.1875,2014-02-13,70345.1875
2014-02-14,69213.60416666667,2014-02-14,69213.60416666667
2014-02-15,60146.270833333336,2014-02-15,60146.270833333336
2014-02-16,57920.708333333336,2014-02-16,57920.708333333336
2014-02-17,65122.041666666664,2014-02-17,65122.041666666664
2014-02-18,67492.125,2014-02-18,67492.125
2014-02-19,66303.1875,2014-02-19,66303.1875
2014-02-20,65100.375,2014-02-20,65100.375
2014-02-21,65244.041666666664,2014-02-21,65244.041666666664
2014-02-22,60701.3125,2014-02-22,60701.3125
2014-02-23,55711.416666666664,2014-02-23,55711.416666666664
2014-02-24,62229.458333333336,2014-02-24,62229.458333333336
2014-02-25,64658.083333333336,2014-02-25,64658.083333333336
2014-02-26,65512.333333333336,2014-02-26,65512.333333333336
2014-02-27,68369.0625,2014-02-27,68369.0625
2014-02-28,68451.5625,2014-02-28,68451.5625
2014-03-01,62471.166666666664,2014-03-01,62471.166666666664
2014-03-02,59298.770833333336,2014-03-02,59298.770833333336
2014-03-03,66787.66666666667,2014-03-03,66787.66666666667
2014-03-04,67166.0625,2014-03-04,67166.0625
2014-03-05,64813.395833333336,2014-03-05,64813.395833333336
2014-03-06,64335.145833333336,2014-03-06,64335.145833333336
2014-03-07,62700.666666666664,2014-03-07,62700.666666666664
2014-03-08,54498.020833333336,2014-03-08,54498.020833333336
2014-03-09,49520.291666666664,2014-03-09,49520.291666666664
2014-03-10,56772.458333333336,2014-03-10,56772.458333333336
2014-03-11,58377.145833333336,2014-03-11,58377.145833333336
2014-03-12,58362.291666666664,2014-03-12,58362.291666666664
2014-03-13,58133.5625,2014-03-13,58133.5625
2014-03-14,56902.0,2014-03-14,56902.0
2014-03-15,52095.916666666664,2014-03-15,52095.916666666664
2014-03-16,48242.3125,2014-03-16,48242.3125
2014-03-17,55451.979166666664,2014-03-17,55451.979166666664
2014-03-18,57846.333333333336,2014-03-18,57846.333333333336
2014-03-19,56857.083333333336,2014-03-19,56857.083333333336
2014-03-20,55924.875,2014-03-20,55924.875
2014-03-21,55220.895833333336,2014-03-21,55220.895833333336
2014-03-22,52738.708333333336,2014-03-22,52738.708333333336
2014-03-23,53081.125,2014-03-23,53081.125
2014-03-24,61032.541666666664,2014-03-24,61032.541666666664
2014-03-25,62531.270833333336,2014-03-25,62531.270833333336
2014-03-26,62236.583333333336,2014-03-26,62236.583333333336
2014-03-27,62408.8125,2014-03-27,62408.8125
2014-03-28,60391.25,2014-03-28,60391.25
2014-03-29,51708.854166666664,2014-03-29,51708.854166666664
2014-03-30,47171.086956521736,2014-03-30,47171.086956521736
2014-03-31,53335.833333333336,2014-03-31,53335.833333333336
2014-04-01,53277.208333333336,2014-04-01,53277.208333333336
2014-04-02,52739.854166666664,2014-04-02,52739.854166666664
2014-04-03,53678.333333333336,2014-04-03,53678.333333333336
2014-04-04,53666.354166666664,2014-04-04,53666.354166666664
2014-04-05,47767.916666666664,2014-04-05,47767.916666666664
2014-04-06,43579.9375,2014-04-06,43579.9375
2014-04-07,50135.25,2014-04-07,50135.25
2014-04-08,52276.645833333336,2014-04-08,52276.645833333336
2014-04-09,53353.291666666664,2014-04-09,53353.291666666664
2014-04-10,52545.479166666664,2014-04-10,52545.479166666664
2014-04-11,51233.75,2014-04-11,51233.75
2014-04-12,45652.791666666664,2014-04-12,45652.791666666664
2014-04-13,42916.1875,2014-04-13,42916.1875
2014-04-14,50620.479166666664,2014-04-14,50620.479166666664
2014-04-15,52496.0,2014-04-15,52496.0
2014-04-16,53104.645833333336,2014-04-16,53104.645833333336
2014-04-17,52579.104166666664,2014-04-17,52579.104166666664
2014-04-18,51494.333333333336,2014-04-18,51494.333333333336
2014-04-19,47855.8125,2014-04-19,47855.8125
2014-04-20,44940.541666666664,2014-04-20,44940.541666666664
2014-04-21,44966.208333333336,2014-04-21,44966.208333333336
2014-04-22,51631.1875,2014-04-22,51631.1875
2014-04-23,51826.458333333336,2014-04-23,51826.458333333336
2014-04-24,51268.791666666664,2014-04-24,51268.791666666664
2014-04-25,51028.520833333336,2014-04-25,51028.520833333336
2014-04-26,46384.395833333336,2014-04-26,46384.395833333336
2014-04-27,44601.9375,2014-04-27,44601.9375
2014-04-28,51808.020833333336,2014-04-28,51808.020833333336
2014-04-29,52862.5,2014-04-29,52862.5
2014-04-30,51787.020833333336,2014-04-30,51787.020833333336
2014-05-01,43027.583333333336,2014-05-01,43027.583333333336
2014-05-02,47952.666666666664,2014-05-02,47952.666666666664
2014-05-03,45931.5,2014-05-03,45931.5
2014-05-04,43232.0625,2014-05-04,43232.0625
2014-05-05,49073.541666666664,2014-05-05,49073.541666666664
2014-05-06,49498.4375,2014-05-06,49498.4375
2014-05-07,49573.041666666664,2014-05-07,49573.041666666664
2014-05-08,43526.791666666664,2014-05-08,43526.791666666664
2014-05-09,45937.145833333336,2014-05-09,45937.145833333336
2014-05-10,43303.0,2014-05-10,43303.0
2014-05-11,41493.333333333336,2014-05-11,41493.333333333336
2014-05-12,49992.041666666664,2014-05-12,49992.041666666664
2014-05-13,51780.4375,2014-05-13,51780.4375
2014-05-14,51434.166666666664,2014-05-14,51434.166666666664
2014-05-15,50784.5625,2014-05-15,50784.5625
2014-05-16,49803.458333333336,2014-05-16,49803.458333333336
2014-05-17,43192.541666666664,2014-05-17,43192.541666666664
2014-05-18,39508.979166666664,2014-05-18,39508.979166666664
2014-05-19,46713.520833333336,2014-05-19,46713.520833333336
2014-05-20,47998.6875,2014-05-20,47998.6875
2014-05-21,48748.770833333336,2014-05-21,48748.770833333336
2014-05-22,48477.833333333336,2014-05-22,48477.833333333336
2014-05-23,48180.166666666664,2014-05-23,48180.166666666664
2014-05-24,42971.75,2014-05-24,42971.75
2014-05-25,40090.604166666664,2014-05-25,40090.604166666664
2014-05-26,47936.5,2014-05-26,47936.5
2014-05-27,49546.020833333336,2014-05-27,49546.020833333336
2014-05-28,49432.583333333336,2014-05-28,49432.583333333336
2014-05-29,42193.5,2014-05-29,42193.5
2014-05-30,44298.458333333336,2014-05-30,44298.458333333336
2014-05-31,41221.125,2014-05-31,41221.125
2014-06-01,38795.75,2014-06-01,38795.75
2014-06-02,46364.041666666664,2014-06-02,46364.041666666664
2014-06-03,47726.125,2014-06-03,47726.125
2014-06-04,48524.1875,2014-06-04,48524.1875
2014-06-05,48246.1875,2014-06-05,48246.1875
2014-06-06,47618.5625,2014-06-06,47618.5625
2014-06-07,41694.75,2014-06-07,41694.75
2014-06-08,38216.333333333336,2014-06-08,38216.333333333336
2014-06-09,40126.416666666664,2014-06-09,40126.416666666664
2014-06-10,47266.229166666664,2014-06-10,47266.229166666664
2014-06-11,47827.375,2014-06-11,47827.375
2014-06-12,48367.416666666664,2014-06-12,48367.416666666664
2014-06-13,47905.0,2014-06-13,47905.0
2014-06-14,41479.5625,2014-06-14,41479.5625
2014-06-15,38017.5625,2014-06-15,38017.5625
2014-06-16,45848.854166666664,2014-06-16,45848.854166666664
2014-06-17,47345.270833333336,2014-06-17,47345.270833333336
2014-06-18,47411.041666666664,2014-06-18,47411.041666666664
2014-06-19,47708.354166666664,2014-06-19,47708.354166666664
2014-06-20,47340.8125,2014-06-20,47340.8125
2014-06-21,41839.958333333336,2014-06-21,41839.958333333336
2014-06-22,38911.3125,2014-06-22,38911.3125
2014-06-23,46794.125,2014-06-23,46794.125
2014-06-24,48205.5,2014-06-24,48205.5
2014-06-25,48055.020833333336,2014-06-25,48055.020833333336
2014-06-26,48098.520833333336,2014-06-26,48098.520833333336
2014-06-27,47564.583333333336,2014-06-27,47564.583333333336
2014-06-28,41916.770833333336,2014-06-28,41916.770833333336
2014-06-29,38502.104166666664,2014-06-29,38502.104166666664
2014-06-30,45734.5625,2014-06-30,45734.5625
2014-07-01,47514.645833333336,2014-07-01,47514.645833333336
2014-07-02,47774.125,2014-07-02,47774.125
2014-07-03,48506.770833333336,2014-07-03,48506.770833333336
2014-07-04,47800.3125,2014-07-04,47800.3125
2014-07-05,41905.041666666664,2014-07-05,41905.041666666664
2014-07-06,38817.354166666664,2014-07-06,38817.354166666664
2014-07-07,45926.916666666664,2014-07-07,45926.916666666664
2014-07-08,47498.104166666664,2014-07-08,47498.104166666664
2014-07-09,47960.791666666664,2014-07-09,47960.791666666664
2014-07-10,48509.104166666664,2014-07-10,48509.104166666664
2014-07-11,47843.625,2014-07-11,47843.625
2014-07-12,41859.833333333336,2014-07-12,41859.833333333336
2014-07-13,38640.583333333336,2014-07-13,38640.583333333336
2014-07-14,39096.520833333336,2014-07-14,39096.520833333336
2014-07-15,46759.083333333336,2014-07-15,46759.083333333336
2014-07-16,48456.833333333336,2014-07-16,48456.833333333336
2014-07-17,49338.75,2014-07-17,49338.75
2014-07-18,49153.708333333336,2014-07-18,49153.708333333336
2014-07-19,42847.083333333336,2014-07-19,42847.083333333336
2014-07-20,38844.479166666664,2014-07-20,38844.479166666664
2014-07-21,45965.416666666664,2014-07-21,45965.416666666664
2014-07-22,47705.645833333336,2014-07-22,47705.645833333336
2014-07-23,48258.770833333336,2014-07-23,48258.770833333336
2014-07-24,48557.541666666664,2014-07-24,48557.541666666664
2014-07-25,47039.541666666664,2014-07-25,47039.541666666664
2014-07-26,41266.8125,2014-07-26,41266.8125
2014-07-27,38455.854166666664,2014-07-27,38455.854166666664
2014-07-28,44735.458333333336,2014-07-28,44735.458333333336
2014-07-29,45539.979166666664,2014-07-29,45539.979166666664
2014-07-30,45647.020833333336,2014-07-30,45647.020833333336
2014-07-31,45573.958333333336,2014-07-31,45573.958333333336
2014-08-01,44564.854166666664,2014-08-01,44564.854166666664
2014-08-02,39574.666666666664,2014-08-02,39574.666666666664
2014-08-03,36520.25,2014-08-03,36520.25
2014-08-04,41401.5625,2014-08-04,41401.5625
2014-08-05,42246.229166666664,2014-08-05,42246.229166666664
2014-08-06,42497.625,2014-08-06,42497.625
2014-08-07,42707.4375,2014-08-07,42707.4375
2014-08-08,42606.770833333336,2014-08-08,42606.770833333336
2014-08-09,38377.020833333336,2014-08-09,38377.020833333336
2014-08-10,36292.520833333336,2014-08-10,36292.520833333336
2014-08-11,40510.125,2014-08-11,40510.125
2014-08-12,41086.583333333336,2014-08-12,41086.583333333336
2014-08-13,41115.958333333336,2014-08-13,41115.958333333336
2014-08-14,40815.5,2014-08-14,40815.5
2014-08-15,37163.0,2014-08-15,37163.0
2014-08-16,37186.0625,2014-08-16,37186.0625
2014-08-17,35685.770833333336,2014-08-17,35685.770833333336
2014-08-18,41204.5625,2014-08-18,41204.5625
2014-08-19,42527.020833333336,2014-08-19,42527.020833333336
2014-08-20,42857.020833333336,2014-08-20,42857.020833333336
2014-08-21,43186.5,2014-08-21,43186.5
2014-08-22,43361.145833333336,2014-08-22,43361.145833333336
2014-08-23,39559.208333333336,2014-08-23,39559.208333333336
2014-08-24,37267.1875,2014-08-24,37267.1875
2014-08-25,44820.75,2014-08-25,44820.75
2014-08-26,46714.770833333336,2014-08-26,46714.770833333336
2014-08-27,46656.958333333336,2014-08-27,46656.958333333336
2014-08-28,46980.104166666664,2014-08-28,46980.104166666664
2014-08-29,46378.020833333336,2014-08-29,46378.020833333336
2014-08-30,41057.0,2014-08-30,41057.0
2014-08-31,38304.104166666664,2014-08-31,38304.104166666664
2014-09-01,45808.3125,2014-09-01,45808.3125
2014-09-02,47525.166666666664,2014-09-02,47525.166666666664
2014-09-03,47721.395833333336,2014-09-03,47721.395833333336
2014-09-04,48077.0,2014-09-04,48077.0
2014-09-05,47739.9375,2014-09-05,47739.9375
2014-09-06,41968.5625,2014-09-06,41968.5625
2014-09-07,39145.208333333336,2014-09-07,39145.208333333336
2014-09-08,47109.625,2014-09-08,47109.625
2014-09-09,48346.708333333336,2014-09-09,48346.708333333336
2014-09-10,48408.1875,2014-09-10,48408.1875
2014-09-11,48327.604166666664,2014-09-11,48327.604166666664
2014-09-12,47481.729166666664,2014-09-12,47481.729166666664
2014-09-13,41830.895833333336,2014-09-13,41830.895833333336
2014-09-14,38942.145833333336,2014-09-14,38942.145833333336
2014-09-15,46865.145833333336,2014-09-15,46865.145833333336
2014-09-16,48185.416666666664,2014-09-16,48185.416666666664
2014-09-17,48450.541666666664,2014-09-17,48450.541666666664
2014-09-18,48442.895833333336,2014-09-18,48442.895833333336
2014-09-19,48034.770833333336,2014-09-19,48034.770833333336
2014-09-20,42098.645833333336,2014-09-20,42098.645833333336
2014-09-21,39019.895833333336,2014-09-21,39019.895833333336
2014-09-22,46316.5625,2014-09-22,46316.5625
2014-09-23,47990.229166666664,2014-09-23,47990.229166666664
2014-09-24,48793.75,2014-09-24,48793.75
2014-09-25,48628.0,2014-09-25,48628.0
2014-09-26,48004.5625,2014-09-26,48004.5625
2014-09-27,42191.604166666664,2014-09-27,42191.604166666664
2014-09-28,39266.479166666664,2014-09-28,39266.479166666664
2014-09-29,47309.208333333336,2014-09-29,47309.208333333336
2014-09-30,48598.791666666664,2014-09-30,48598.791666666664
2014-10-01,48653.333333333336,2014-10-01,48653.333333333336
2014-10-02,48550.270833333336,2014-10-02,48550.270833333336
2014-10-03,47909.958333333336,2014-10-03,47909.958333333336
2014-10-04,42189.6875,2014-10-04,42189.6875
2014-10-05,39992.083333333336,2014-10-05,39992.083333333336
2014-10-06,48741.875,2014-10-06,48741.875
2014-10-07,50247.0625,2014-10-07,50247.0625
2014-10-08,50695.25,2014-10-08,50695.25
2014-10-09,50104.645833333336,2014-10-09,50104.645833333336
2014-10-10,49362.708333333336,2014-10-10,49362.708333333336
2014-10-11,43611.5625,2014-10-11,43611.5625
2014-10-12,41722.145833333336,2014-10-12,41722.145833333336
2014-10-13,48903.229166666664,2014-10-13,48903.229166666664
2014-10-14,50336.708333333336,2014-10-14,50336.708333333336
2014-10-15,50850.0625,2014-10-15,50850.0625
2014-10-16,50781.270833333336,2014-10-16,50781.270833333336
2014-10-17,49663.583333333336,2014-10-17,49663.583333333336
2014-10-18,43399.479166666664,2014-10-18,43399.479166666664
2014-10-19,39969.604166666664,2014-10-19,39969.604166666664
2014-10-20,47844.833333333336,2014-10-20,47844.833333333336
2014-10-21,50462.229166666664,2014-10-21,50462.229166666664
2014-10-22,52307.208333333336,2014-10-22,52307.208333333336
2014-10-23,53429.0625,2014-10-23,53429.0625
2014-10-24,52818.979166666664,2014-10-24,52818.979166666664
2014-10-25,46528.25,2014-10-25,46528.25
2014-10-26,43584.416666666664,2014-10-26,43584.416666666664
2014-10-27,51319.541666666664,2014-10-27,51319.541666666664
2014-10-28,53390.354166666664,2014-10-28,53390.354166666664
2014-10-29,53250.166666666664,2014-10-29,53250.166666666664
2014-10-30,52439.395833333336,2014-10-30,52439.395833333336
2014-10-31,51112.208333333336,2014-10-31,51112.208333333336
2014-11-01,44702.645833333336,2014-11-01,44702.645833333336
2014-11-02,43709.375,2014-11-02,43709.375
2014-11-03,52900.666666666664,2014-11-03,52900.666666666664
2014-11-04,55826.625,2014-11-04,55826.625
2014-11-05,58646.645833333336,2014-11-05,58646.645833333336
2014-11-06,60416.0625,2014-11-06,60416.0625
2014-11-07,59831.833333333336,2014-11-07,59831.833333333336
2014-11-08,53105.291666666664,2014-11-08,53105.291666666664
2014-11-09,50393.729166666664,2014-11-09,50393.729166666664
2014-11-10,55248.458333333336,2014-11-10,55248.458333333336
2014-11-11,51911.895833333336,2014-11-11,51911.895833333336
2014-11-12,58091.833333333336,2014-11-12,58091.833333333336
2014-11-13,59639.5625,2014-11-13,59639.5625
2014-11-14,59222.6875,2014-11-14,59222.6875
2014-11-15,53105.625,2014-11-15,53105.625
2014-11-16,51414.083333333336,2014-11-16,51414.083333333336
2014-11-17,60444.333333333336,2014-11-17,60444.333333333336
2014-11-18,61826.479166666664,2014-11-18,61826.479166666664
2014-11-19,63076.645833333336,2014-11-19,63076.645833333336
2014-11-20,62979.875,2014-11-20,62979.875
2014-11-21,60950.041666666664,2014-11-21,60950.041666666664
2014-11-22,53351.958333333336,2014-11-22,53351.958333333336
2014-11-23,49494.375,2014-11-23,49494.375
2014-11-24,57629.416666666664,2014-11-24,57629.416666666664
2014-11-25,59934.9375,2014-11-25,59934.9375
2014-11-26,59737.166666666664,2014-11-26,59737.166666666664
2014-11-27,59749.375,2014-11-27,59749.375
2014-11-28,58555.5625,2014-11-28,58555.5625
2014-11-29,53878.583333333336,2014-11-29,53878.583333333336
2014-11-30,53596.604166666664,2014-11-30,53596.604166666664
2014-12-01,64401.020833333336,2014-12-01,64401.020833333336
2014-12-02,68017.29166666667,2014-12-02,68017.29166666667
2014-12-03,70149.41666666667,2014-12-03,70149.41666666667
2014-12-04,70399.95833333333,2014-12-04,70399.95833333333
2014-12-05,69428.95833333333,2014-12-05,69428.95833333333
2014-12-06,64357.229166666664,2014-12-06,64357.229166666664
2014-12-07,63480.583333333336,2014-12-07,63480.583333333336
2014-12-08,70087.89583333333,2014-12-08,70087.89583333333
2014-12-09,73059.6875,2014-12-09,73059.6875
