Date,Consommation (MW),ds,y
2016-04-16,47603.270833333336,2016-04-16,47603.270833333336
2016-04-17,46710.75,2016-04-17,46710.75
2016-04-18,55047.4375,2016-04-18,55047.4375
2016-04-19,54721.395833333336,2016-04-19,54721.395833333336
2016-04-20,52860.1875,2016-04-20,52860.1875
2016-04-21,51959.083333333336,2016-04-21,51959.083333333336
2016-04-22,50972.104166666664,2016-04-22,50972.104166666664
2016-04-23,47870.479166666664,2016-04-23,47870.479166666664
2016-04-24,48881.166666666664,2016-04-24,48881.166666666664
2016-04-25,58076.8125,2016-04-25,58076.8125
2016-04-26,58651.729166666664,2016-04-26,58651.729166666664
2016-04-27,59622.729166666664,2016-04-27,59622.729166666664
2016-04-28,58392.75,2016-04-28,58392.75
2016-04-29,56882.9375,2016-04-29,56882.9375
2016-04-30,51877.833333333336,2016-04-30,51877.833333333336
2016-05-01,48895.75,2016-05-01,48895.75
2016-05-02,53726.583333333336,2016-05-02,53726.583333333336
2016-05-03,52728.416666666664,2016-05-03,52728.416666666664
2016-05-04,51663.479166666664,2016-05-04,51663.479166666664
2016-05-05,43581.229166666664,2016-05-05,43581.229166666664
2016-05-06,44405.791666666664,2016-05-06,44405.791666666664
2016-05-07,41259.333333333336,2016-05-07,41259.333333333336
2016-05-08,39033.270833333336,2016-05-08,39033.270833333336
2016-05-09,46935.520833333336,2016-05-09,46935.520833333336
2016-05-10,48314.916666666664,2016-05-10,48314.916666666664
2016-05-11,48819.104166666664,2016-05-11,48819.104166666664
2016-05-12,49247.875,2016-05-12,49247.875
2016-05-13,48997.854166666664,2016-05-13,48997.854166666664
2016-05-14,44052.9375,2016-05-14,44052.9375
2016-05-15,41587.958333333336,2016-05-15,41587.958333333336
2016-05-16,43052.041666666664,2016-05-16,43052.041666666664
2016-05-17,48561.0,2016-05-17,48561.0
2016-05-18,49002.8125,2016-05-18,49002.8125
2016-05-19,49653.458333333336,2016-05-19,49653.458333333336
2016-05-20,48827.375,2016-05-20,48827.375
2016-05-21,42275.625,2016-05-21,42275.625
2016-05-22,39859.229166666664,2016-05-22,39859.229166666664
2016-05-23,48268.979166666664,2016-05-23,48268.979166666664
2016-05-24,49266.479166666664,2016-05-24,49266.479166666664
2016-05-25,48285.5,2016-05-25,48285.5
2016-05-26,47218.479166666664,2016-05-26,47218.479166666664
2016-05-27,46428.958333333336,2016-05-27,46428.958333333336
2016-05-28,40949.395833333336,2016-05-28,40949.395833333336
2016-05-29,38441.979166666664,2016-05-29,38441.979166666664
2016-05-30,46824.958333333336,2016-05-30,46824.958333333336
2016-05-31,48943.708333333336,2016-05-31,48943.708333333336
2016-06-01,48607.541666666664,2016-06-01,48607.541666666664
2016-06-02,49123.520833333336,2016-06-02,49123.520833333336
2016-06-03,48590.1875,2016-06-03,48590.1875
2016-06-04,42609.0,2016-06-04,42609.0
2016-06-05,39199.5625,2016-06-05,39199.5625
2016-06-06,45843.0625,2016-06-06,45843.0625
2016-06-07,46526.979166666664,2016-06-07,46526.979166666664
2016-06-08,46560.0,2016-06-08,46560.0
2016-06-09,46562.625,2016-06-09,46562.625
2016-06-10,45912.3125,2016-06-10,45912.3125
2016-06-11,40706.5,2016-06-11,40706.5
2016-06-12,38379.520833333336,2016-06-12,38379.520833333336
2016-06-13,45667.770833333336,2016-06-13,45667.770833333336
2016-06-14,46440.020833333336,2016-06-14,46440.020833333336
2016-06-15,47144.854166666664,2016-06-15,47144.854166666664
2016-06-16,47417.604166666664,2016-06-16,47417.604166666664
2016-06-17,46946.333333333336,2016-06-17,46946.333333333336
2016-06-18,41596.270833333336,2016-06-18,41596.270833333336
2016-06-19,38921.791666666664,2016-06-19,38921.791666666664
2016-06-20,46473.395833333336,2016-06-20,46473.395833333336
2016-06-21,47859.916666666664,2016-06-21,47859.916666666664
2016-06-22,48250.854166666664,2016-06-22,48250.854166666664
2016-06-23,48449.3125,2016-06-23,48449.3125
2016-06-24,47434.625,2016-06-24,47434.625
2016-06-25,41500.416666666664,2016-06-25,41500.416666666664
2016-06-26,38665.375,2016-06-26,38665.375
2016-06-27,46004.833333333336,2016-06-27,46004.833333333336
2016-06-28,47287.291666666664,2016-06-28,47287.291666666664
2016-06-29,47681.3125,2016-06-29,47681.3125
2016-06-30,48055.145833333336,2016-06-30,48055.145833333336
2016-07-01,47641.395833333336,2016-07-01,47641.395833333336
2016-07-02,41771.333333333336,2016-07-02,41771.333333333336
2016-07-03,39012.479166666664,2016-07-03,39012.479166666664
2016-07-04,46721.333333333336,2016-07-04,46721.333333333336
2016-07-05,48031.895833333336,2016-07-05,48031.895833333336
2016-07-06,48211.916666666664,2016-07-06,48211.916666666664
2016-07-07,48722.0,2016-07-07,48722.0
2016-07-08,48499.083333333336,2016-07-08,48499.083333333336
2016-07-09,43273.125,2016-07-09,43273.125
2016-07-10,40665.833333333336,2016-07-10,40665.833333333336
2016-07-11,47437.104166666664,2016-07-11,47437.104166666664
2016-07-12,47764.854166666664,2016-07-12,47764.854166666664
2016-07-13,46997.333333333336,2016-07-13,46997.333333333336
2016-07-14,40584.875,2016-07-14,40584.875
2016-07-15,43285.541666666664,2016-07-15,43285.541666666664
2016-07-16,40856.291666666664,2016-07-16,40856.291666666664
2016-07-17,38917.166666666664,2016-07-17,38917.166666666664
2016-07-18,47229.104166666664,2016-07-18,47229.104166666664
2016-07-19,49343.875,2016-07-19,49343.875
2016-07-20,49310.833333333336,2016-07-20,49310.833333333336
2016-07-21,48871.5625,2016-07-21,48871.5625
2016-07-22,47484.145833333336,2016-07-22,47484.145833333336
2016-07-23,41840.0,2016-07-23,41840.0
2016-07-24,39050.25,2016-07-24,39050.25
2016-07-25,46380.770833333336,2016-07-25,46380.770833333336
2016-07-26,47311.791666666664,2016-07-26,47311.791666666664
2016-07-27,47202.708333333336,2016-07-27,47202.708333333336
2016-07-28,47163.708333333336,2016-07-28,47163.708333333336
2016-07-29,46266.9375,2016-07-29,46266.9375
2016-07-30,41190.041666666664,2016-07-30,41190.041666666664
2016-07-31,37925.75,2016-07-31,37925.75
2016-08-01,42767.041666666664,2016-08-01,42767.041666666664
2016-08-02,43890.5,2016-08-02,43890.5
2016-08-03,44294.0625,2016-08-03,44294.0625
2016-08-04,44049.75,2016-08-04,44049.75
2016-08-05,42646.791666666664,2016-08-05,42646.791666666664
2016-08-06,38926.541666666664,2016-08-06,38926.541666666664
2016-08-07,37027.520833333336,2016-08-07,37027.520833333336
2016-08-08,41850.0625,2016-08-08,41850.0625
2016-08-09,42195.75,2016-08-09,42195.75
2016-08-10,41632.916666666664,2016-08-10,41632.916666666664
2016-08-11,41803.291666666664,2016-08-11,41803.291666666664
2016-08-12,42190.6875,2016-08-12,42190.6875
2016-08-13,39516.791666666664,2016-08-13,39516.791666666664
2016-08-14,37052.104166666664,2016-08-14,37052.104166666664
2016-08-15,37966.729166666664,2016-08-15,37966.729166666664
2016-08-16,43146.166666666664,2016-08-16,43146.166666666664
2016-08-17,43903.5,2016-08-17,43903.5
2016-08-18,43847.6875,2016-08-18,43847.6875
2016-08-19,43681.958333333336,2016-08-19,43681.958333333336
2016-08-20,39867.854166666664,2016-08-20,39867.854166666664
2016-08-21,37029.895833333336,2016-08-21,37029.895833333336
2016-08-22,43919.916666666664,2016-08-22,43919.916666666664
2016-08-23,46380.958333333336,2016-08-23,46380.958333333336
2016-08-24,47393.6875,2016-08-24,47393.6875
2016-08-25,48103.333333333336,2016-08-25,48103.333333333336
2016-08-26,47930.1875,2016-08-26,47930.1875
2016-08-27,43248.604166666664,2016-08-27,43248.604166666664
2016-08-28,39765.833333333336,2016-08-28,39765.833333333336
2016-08-29,46517.729166666664,2016-08-29,46517.729166666664
2016-08-30,47779.8125,2016-08-30,47779.8125
2016-08-31,48313.125,2016-08-31,48313.125
2016-09-01,48570.770833333336,2016-09-01,48570.770833333336
2016-09-02,48239.729166666664,2016-09-02,48239.729166666664
2016-09-03,42749.979166666664,2016-09-03,42749.979166666664
2016-09-04,40055.083333333336,2016-09-04,40055.083333333336
2016-09-05,47290.833333333336,2016-09-05,47290.833333333336
2016-09-06,48897.958333333336,2016-09-06,48897.958333333336
2016-09-07,48705.708333333336,2016-09-07,48705.708333333336
2016-09-08,48567.645833333336,2016-09-08,48567.645833333336
2016-09-09,48015.770833333336,2016-09-09,48015.770833333336
2016-09-10,42507.083333333336,2016-09-10,42507.083333333336
2016-09-11,39794.0625,2016-09-11,39794.0625
2016-09-12,47507.229166666664,2016-09-12,47507.229166666664
2016-09-13,48813.958333333336,2016-09-13,48813.958333333336
2016-09-14,48090.104166666664,2016-09-14,48090.104166666664
2016-09-15,47493.708333333336,2016-09-15,47493.708333333336
2016-09-16,46817.041666666664,2016-09-16,46817.041666666664
2016-09-17,41413.1875,2016-09-17,41413.1875
2016-09-18,39280.75,2016-09-18,39280.75
2016-09-19,46321.3125,2016-09-19,46321.3125
2016-09-20,47450.958333333336,2016-09-20,47450.958333333336
2016-09-21,47505.208333333336,2016-09-21,47505.208333333336
2016-09-22,47571.645833333336,2016-09-22,47571.645833333336
2016-09-23,47014.604166666664,2016-09-23,47014.604166666664
2016-09-24,41691.708333333336,2016-09-24,41691.708333333336
2016-09-25,39004.145833333336,2016-09-25,39004.145833333336
2016-09-26,46421.604166666664,2016-09-26,46421.604166666664
2016-09-27,47806.125,2016-09-27,47806.125
2016-09-28,47757.104166666664,2016-09-28,47757.104166666664
2016-09-29,47780.479166666664,2016-09-29,47780.479166666664
2016-09-30,47331.645833333336,2016-09-30,47331.645833333336
2016-10-01,42436.645833333336,2016-10-01,42436.645833333336
2016-10-02,40159.75,2016-10-02,40159.75
2016-10-03,47396.1875,2016-10-03,47396.1875
2016-10-04,48927.125,2016-10-04,48927.125
2016-10-05,49484.125,2016-10-05,49484.125
2016-10-06,50639.916666666664,2016-10-06,50639.916666666664
2016-10-07,51255.3125,2016-10-07,51255.3125
2016-10-08,45922.020833333336,2016-10-08,45922.020833333336
2016-10-09,44100.3125,2016-10-09,44100.3125
2016-10-10,53371.333333333336,2016-10-10,53371.333333333336
2016-10-11,55525.645833333336,2016-10-11,55525.645833333336
2016-10-12,56913.875,2016-10-12,56913.875
2016-10-13,57962.145833333336,2016-10-13,57962.145833333336
2016-10-14,56713.875,2016-10-14,56713.875
2016-10-15,49008.354166666664,2016-10-15,49008.354166666664
2016-10-16,45531.458333333336,2016-10-16,45531.458333333336
2016-10-17,52285.229166666664,2016-10-17,52285.229166666664
2016-10-18,53974.520833333336,2016-10-18,53974.520833333336
2016-10-19,55505.6875,2016-10-19,55505.6875
2016-10-20,56265.229166666664,2016-10-20,56265.229166666664
2016-10-21,56403.8125,2016-10-21,56403.8125
2016-10-22,51717.0625,2016-10-22,51717.0625
2016-10-23,49690.25,2016-10-23,49690.25
2016-10-24,54712.645833333336,2016-10-24,54712.645833333336
2016-10-25,54858.375,2016-10-25,54858.375
2016-10-26,55189.395833333336,2016-10-26,55189.395833333336
2016-10-27,55712.458333333336,2016-10-27,55712.458333333336
2016-10-28,55744.458333333336,2016-10-28,55744.458333333336
2016-10-29,50253.354166666664,2016-10-29,50253.354166666664
2016-10-30,47278.666666666664,2016-10-30,47278.666666666664
2016-10-31,51317.354166666664,2016-10-31,51317.354166666664
2016-11-01,49063.208333333336,2016-11-01,49063.208333333336
2016-11-02,56403.770833333336,2016-11-02,56403.770833333336
2016-11-03,60074.9375,2016-11-03,60074.9375
2016-11-04,61325.541666666664,2016-11-04,61325.541666666664
2016-11-05,54048.4375,2016-11-05,54048.4375
2016-11-06,53891.895833333336,2016-11-06,53891.895833333336
2016-11-07,65499.270833333336,2016-11-07,65499.270833333336
2016-11-08,68029.35416666667,2016-11-08,68029.35416666667
2016-11-09,67800.08333333333,2016-11-09,67800.08333333333
2016-11-10,65282.416666666664,2016-11-10,65282.416666666664
2016-11-11,57767.020833333336,2016-11-11,57767.020833333336
2016-11-12,60242.25,2016-11-12,60242.25
2016-11-13,56374.229166666664,2016-11-13,56374.229166666664
2016-11-14,64294.645833333336,2016-11-14,64294.645833333336
2016-11-15,64950.958333333336,2016-11-15,64950.958333333336
2016-11-16,63000.208333333336,2016-11-16,63000.208333333336
2016-11-17,61779.9375,2016-11-17,61779.9375
2016-11-18,61978.9375,2016-11-18,61978.9375
2016-11-19,57969.3125,2016-11-19,57969.3125
2016-11-20,53859.270833333336,2016-11-20,53859.270833333336
2016-11-21,59300.479166666664,2016-11-21,59300.479166666664
2016-11-22,61657.4375,2016-11-22,61657.4375
2016-11-23,61674.8125,2016-11-23,61674.8125
2016-11-24,61285.333333333336,2016-11-24,61285.333333333336
2016-11-25,62323.333333333336,2016-11-25,62323.333333333336
2016-11-26,57407.6875,2016-11-26,57407.6875
2016-11-27,55749.270833333336,2016-11-27,55749.270833333336
2016-11-28,66453.5625,2016-11-28,66453.5625
2016-11-29,72430.95833333333,2016-11-29,72430.95833333333
2016-11-30,73148.39583333333,2016-11-30,73148.39583333333
2016-12-01,73720.66666666667,2016-12-01,73720.66666666667
2016-12-02,73487.08333333333,2016-12-02,73487.08333333333
2016-12-03,66699.5,2016-12-03,66699.5
2016-12-04,65051.229166666664,2016-12-04,65051.229166666664
2016-12-05,70384.35416666667,2016-12-05,70384.35416666667
2016-12-06,70578.27083333333,2016-12-06,70578.27083333333
2016-12-07,71075.58333333333,2016-12-07,71075.58333333333
2016-12-08,70886.45833333333,2016-12-08,70886.45833333333
2016-12-09,69312.45833333333,2016-12-09,69312.45833333333
2016-12-10,64270.0,2016-12-10,64270.0
2016-12-11,61382.333333333336,2016-12-11,61382.333333333336
2016-12-12,68510.1875,2016-12-12,68510.1875
2016-12-13,69560.27083333333,2016-12-13,69560.27083333333
2016-12-14,69355.3125,2016-12-14,69355.3125
2016-12-15,70198.625,2016-12-15,70198.625
2016-12-16,67731.25,2016-12-16,67731.25
2016-12-17,64271.166666666664,2016-12-17,64271.166666666664
2016-12-18,64001.5625,2016-12-18,64001.5625
2016-12-19,72452.3125,2016-12-19,72452.3125
2016-12-20,72813.89583333333,2016-12-20,72813.89583333333
2016-12-21,72336.25,2016-12-21,72336.25
2016-12-22,69135.54166666667,2016-12-22,69135.54166666667
2016-12-23,66465.58333333333,2016-12-23,66465.58333333333
2016-12-24,58801.0625,2016-12-24,58801.0625
2016-12-25,53732.166666666664,2016-12-25,53732.166666666664
2016-12-26,58033.0625,2016-12-26,58033.0625
2016-12-27,63454.666666666664,2016-12-27,63454.666666666664
2016-12-28,66906.85416666667,2016-12-28,66906.85416666667
2016-12-29,70379.39583333333,2016-12-29,70379.39583333333
2016-12-30,72462.08333333333,2016-12-30,72462.08333333333
2016-12-31,71891.35416666667,2016-12-31,71891.35416666667
2017-01-01,68817.4375,2017-01-01,68817.4375
2017-01-02,73540.25,2017-01-02,73540.25
2017-01-03,78466.4375,2017-01-03,78466.4375
2017-01-04,80083.14583333333,2017-01-04,80083.14583333333
2017-01-05,78534.83333333333,2017-01-05,78534.83333333333
2017-01-06,81607.0,2017-01-06,81607.0
2017-01-07,78270.66666666667,2017-01-07,78270.66666666667
2017-01-08,70780.89583333333,2017-01-08,70780.89583333333
2017-01-09,75208.375,2017-01-09,75208.375
2017-01-10,75057.83333333333,2017-01-10,75057.83333333333
2017-01-11,73527.10416666667,2017-01-11,73527.10416666667
2017-01-12,72125.25,2017-01-12,72125.25
2017-01-13,74686.66666666667,2017-01-13,74686.66666666667
2017-01-14,71089.91666666667,2017-01-14,71089.91666666667
2017-01-15,69416.375,2017-01-15,69416.375
2017-01-16,76330.66666666667,2017-01-16,76330.66666666667
2017-01-17,82146.0625,2017-01-17,82146.0625
2017-01-18,85886.5,2017-01-18,85886.5
2017-01-19,86614.52083333333,2017-01-19,86614.52083333333
2017-01-20,85613.45833333333,2017-01-20,85613.45833333333
2017-01-21,79169.79166666667,2017-01-21,79169.79166666667
2017-01-22,75799.125,2017-01-22,75799.125
2017-01-23,81704.52083333333,2017-01-23,81704.52083333333
2017-01-24,83613.02083333333,2017-01-24,83613.02083333333
2017-01-25,85097.875,2017-01-25,85097.875
2017-01-26,84889.25,2017-01-26,84889.25
2017-01-27,79788.16666666667,2017-01-27,79788.16666666667
2017-01-28,68194.60416666667,2017-01-28,68194.60416666667
2017-01-29,64952.229166666664,2017-01-29,64952.229166666664
2017-01-30,70150.27083333333,2017-01-30,70150.27083333333
2017-01-31,67233.0,2017-01-31,67233.0
2017-02-01,66073.97916666667,2017-02-01,66073.97916666667
2017-02-02,65814.91666666667,2017-02-02,65814.91666666667
2017-02-03,66409.3125,2017-02-03,66409.3125
2017-02-04,62214.625,2017-02-04,62214.625
2017-02-05,60728.75,2017-02-05,60728.75
2017-02-06,69382.39583333333,2017-02-06,69382.39583333333
2017-02-07,69136.02083333333,2017-02-07,69136.02083333333
2017-02-08,70754.79166666667,2017-02-08,70754.79166666667
2017-02-09,73275.58333333333,2017-02-09,73275.58333333333
2017-02-10,74026.41666666667,2017-02-10,74026.41666666667
2017-02-11,69856.41666666667,2017-02-11,69856.41666666667
2017-02-12,65048.416666666664,2017-02-12,65048.416666666664
2017-02-13,68067.45833333333,2017-02-13,68067.45833333333
2017-02-14,66787.54166666667,2017-02-14,66787.54166666667
2017-02-15,63848.0625,2017-02-15,63848.0625
2017-02-16,63499.916666666664,2017-02-16,63499.916666666664
2017-02-17,63531.916666666664,2017-02-17,63531.916666666664
2017-02-18,58994.125,2017-02-18,58994.125
2017-02-19,57712.208333333336,2017-02-19,57712.208333333336
2017-02-20,63732.958333333336,2017-02-20,63732.958333333336
2017-02-21,62674.75,2017-02-21,62674.75
2017-02-22,62278.25,2017-02-22,62278.25
2017-02-23,63012.083333333336,2017-02-23,63012.083333333336
2017-02-24,63530.6875,2017-02-24,63530.6875
2017-02-25,60284.958333333336,2017-02-25,60284.958333333336
2017-02-26,56244.416666666664,2017-02-26,56244.416666666664
2017-02-27,63205.270833333336,2017-02-27,63205.270833333336
2017-02-28,66929.1875,2017-02-28,66929.1875
2017-03-01,67502.66666666667,2017-03-01,67502.66666666667
2017-03-02,63988.25,2017-03-02,63988.25
2017-03-03,62156.25,2017-03-03,62156.25
2017-03-04,57420.75,2017-03-04,57420.75
2017-03-05,57853.270833333336,2017-03-05,57853.270833333336
2017-03-06,65166.4375,2017-03-06,65166.4375
2017-03-07,66417.10416666667,2017-03-07,66417.10416666667
2017-03-08,65362.479166666664,2017-03-08,65362.479166666664
2017-03-09,60906.9375,2017-03-09,60906.9375
2017-03-10,58427.625,2017-03-10,58427.625
2017-03-11,51982.020833333336,2017-03-11,51982.020833333336
2017-03-12,49703.4375,2017-03-12,49703.4375
2017-03-13,57099.395833333336,2017-03-13,57099.395833333336
2017-03-14,58528.291666666664,2017-03-14,58528.291666666664
2017-03-15,57517.75,2017-03-15,57517.75
2017-03-16,56245.583333333336,2017-03-16,56245.583333333336
2017-03-17,55478.625,2017-03-17,55478.625
2017-03-18,52285.625,2017-03-18,52285.625
2017-03-19,48692.833333333336,2017-03-19,48692.833333333336
2017-03-20,55939.020833333336,2017-03-20,55939.020833333336
2017-03-21,57897.958333333336,2017-03-21,57897.958333333336
2017-03-22,60206.895833333336,2017-03-22,60206.895833333336
2017-03-23,60720.4375,2017-03-23,60720.4375
2017-03-24,60444.395833333336,2017-03-24,60444.395833333336
2017-03-25,53093.708333333336,2017-03-25,53093.708333333336
2017-03-26,48836.891304347824,2017-03-26,48836.891304347824
2017-03-27,53923.645833333336,2017-03-27,53923.645833333336
2017-03-28,53707.4375,2017-03-28,53707.4375
2017-03-29,52834.270833333336,2017-03-29,52834.270833333336
2017-03-30,51454.666666666664,2017-03-30,51454.666666666664
2017-03-31,50159.395833333336,2017-03-31,50159.395833333336
2017-04-01,46985.5625,2017-04-01,46985.5625
2017-04-02,45741.0,2017-04-02,45741.0
2017-04-03,51927.291666666664,2017-04-03,51927.291666666664
2017-04-04,52399.541666666664,2017-04-04,52399.541666666664
2017-04-05,52873.479166666664,2017-04-05,52873.479166666664
2017-04-06,53801.916666666664,2017-04-06,53801.916666666664
2017-04-07,53021.0625,2017-04-07,53021.0625
2017-04-08,45699.4375,2017-04-08,45699.4375
2017-04-09,41655.604166666664,2017-04-09,41655.604166666664
2017-04-10,48256.5,2017-04-10,48256.5
2017-04-11,50294.416666666664,2017-04-11,50294.416666666664
2017-04-12,51007.833333333336,2017-04-12,51007.833333333336
2017-04-13,51088.708333333336,2017-04-13,51088.708333333336
2017-04-14,50082.604166666664,2017-04-14,50082.604166666664
2017-04-15,46083.333333333336,2017-04-15,46083.333333333336
2017-04-16,43489.5,2017-04-16,43489.5
2017-04-17,44962.354166666664,2017-04-17,44962.354166666664
