Date,Température
2021-05-15,12.126979166666667
2021-05-16,13.655416666666667
2021-05-17,13.243541666666665
2021-05-18,12.335520833333332
2021-05-19,12.094479166666664
2021-05-20,12.5028125
2021-05-21,13.800104166666666
2021-05-22,12.774687499999999
2021-05-23,12.610208333333334
2021-05-24,12.51458333333334
2021-05-25,12.243645833333334
2021-05-26,12.816770833333335
2021-05-27,14.531041666666674
2021-05-28,15.845312499999999
2021-05-29,17.397395833333334
2021-05-30,17.191041666666674
2021-05-31,17.485625000000002
2021-06-01,18.782500000000002
2021-06-02,18.975208333333335
2021-06-03,19.490833333333335
2021-06-04,17.937812499999996
2021-06-05,16.739270833333332
2021-06-06,16.68208333333333
2021-06-07,17.854583333333334
2021-06-08,18.82979166666666
2021-06-09,19.567395833333332
2021-06-10,20.3428125
2021-06-11,20.870520833333334
2021-06-12,20.84302083333333
2021-06-13,21.426458333333333
2021-06-14,21.96552083333334
2021-06-15,22.373020833333342
2021-06-16,23.481458333333325
2021-06-17,22.47916666666667
2021-06-18,22.12489583333333
2021-06-19,21.755833333333328
2021-06-20,20.57000000000001
2021-06-21,19.87500000000001
2021-06-22,17.870833333333334
2021-06-23,17.324166666666667
2021-06-24,17.12895833333333
2021-06-25,17.2071875
2021-06-26,18.743645833333325
2021-06-27,19.478124999999995
2021-06-28,18.931874999999994
2021-06-29,17.367812500000003
2021-06-30,17.090625
2021-07-01,18.590833333333332
2021-07-02,19.872916666666658
2021-07-03,20.280833333333323
2021-07-04,19.426562499999996
2021-07-05,20.126875000000002
2021-07-06,18.881249999999998
2021-07-07,18.698125
2021-07-08,17.976458333333323
2021-07-09,18.179270833333337
2021-07-10,18.37489583333333
2021-07-11,19.48489583333333
2021-07-12,18.506770833333338
2021-07-13,16.923958333333328
2021-07-14,17.381979166666667
2021-07-15,18.600937499999997
2021-07-16,19.0271875
2021-07-17,19.824583333333326
2021-07-18,22.265
2021-07-19,23.107083333333335
2021-07-20,22.869270833333335
2021-07-21,22.76947916666666
2021-07-22,22.887604166666662
2021-07-23,23.093749999999975
2021-07-24,21.543229166666674
2021-07-25,20.427187500000002
2021-07-26,20.42791666666667
2021-07-27,19.661041666666673
2021-07-28,19.725937499999997
2021-07-29,19.705000000000002
2021-07-30,19.630104166666662
2021-07-31,18.1596875
2021-08-01,17.685729166666675
2021-08-02,17.996145833333333
2021-08-03,17.41010416666666
2021-08-04,17.524687500000017
2021-08-05,19.13822916666666
2021-08-06,19.622916666666672
2021-08-07,18.2609375
2021-08-08,17.73916666666667
2021-08-09,18.527500000000007
2021-08-10,20.491041666666664
2021-08-11,21.738125
2021-08-12,23.3034375
2021-08-13,23.209062499999998
2021-08-14,23.965416666666673
2021-08-15,23.02916666666667
2021-08-16,19.721250000000005
2021-08-17,17.548333333333332
2021-08-18,17.96822916666667
2021-08-19,18.827291666666664
2021-08-20,19.931979166666665
2021-08-21,20.598229166666663
2021-08-22,20.33385416666666
2021-08-23,18.80083333333334
2021-08-24,19.360937500000002
2021-08-25,19.070833333333344
2021-08-26,18.55208333333333
2021-08-27,17.78041666666667
2021-08-28,16.998541666666668
2021-08-29,16.93635416666667
2021-08-30,17.69614583333333
2021-08-31,18.47125000000001
2021-09-01,18.541979166666664
2021-09-02,19.35083333333333
2021-09-03,20.206458333333334
2021-09-04,20.97052083333333
2021-09-05,21.327812499999993
2021-09-06,22.18489583333333
2021-09-07,22.492812500000003
2021-09-08,22.221249999999998
2021-09-09,21.006875
2021-09-10,20.260312499999994
2021-09-11,19.026458333333334
2021-09-12,18.79760416666666
2021-09-13,20.18166666666667
2021-09-14,21.400937499999994
2021-09-15,20.652083333333334
2021-09-16,18.960833333333326
2021-09-17,18.143958333333337
2021-09-18,17.66281250000001
2021-09-19,16.212708333333335
2021-09-20,16.2628125
2021-09-21,15.823958333333337
2021-09-22,15.744687499999992
2021-09-23,16.14385416666666
2021-09-24,17.1975
2021-09-25,18.228854166666675
2021-09-26,18.743750000000002
2021-09-27,17.606770833333325
2021-09-28,15.055312500000008
2021-09-29,15.494166666666665
2021-09-30,13.053020833333326
2021-10-01,13.83114583333333
2021-10-02,16.304270833333334
2021-10-03,16.238958333333333
2021-10-04,13.767604166666672
2021-10-05,13.771874999999996
2021-10-06,13.170625000000001
2021-10-07,12.750833333333334
2021-10-08,13.056770833333339
2021-10-09,12.988124999999998
2021-10-10,12.550000000000004
2021-10-11,11.870624999999997
2021-10-12,11.2759375
2021-10-13,11.214166666666664
2021-10-14,10.538958333333333
2021-10-15,11.1934375
2021-10-16,11.649375
2021-10-17,11.785416666666665
2021-10-18,12.99072916666667
2021-10-19,16.556979166666668
2021-10-20,16.66625
2021-10-21,13.79541666666667
2021-10-22,10.350625000000003
2021-10-23,10.245312500000002
2021-10-24,10.159270833333325
2021-10-25,11.470729166666663
2021-10-26,12.659166666666664
2021-10-27,11.777604166666668
2021-10-28,12.139270833333336
2021-10-29,13.464999999999998
2021-10-30,13.902291666666663
2021-10-31,14.646979166666668
2021-11-01,12.118020833333334
2021-11-02,10.3296875
2021-11-03,9.0646875
2021-11-04,7.618854166666668
2021-11-05,8.138020833333336
2021-11-06,6.747083333333329
2021-11-07,8.156875000000001
2021-11-08,8.639791666666673
2021-11-09,7.2011458333333325
2021-11-10,6.603749999999999
2021-11-11,8.063229166666666
2021-11-12,8.345104166666664
2021-11-13,9.848229166666666
2021-11-14,10.541250000000003
2021-11-15,8.464375000000002
2021-11-16,8.115000000000002
2021-11-17,8.421354166666662
2021-11-18,8.437499999999998
2021-11-19,7.662708333333331
2021-11-20,6.932604166666667
2021-11-21,6.456666666666667
2021-11-22,6.722395833333334
2021-11-23,5.962291666666665
2021-11-24,5.433333333333334
2021-11-25,4.916354166666666
2021-11-26,4.750625000000002
2021-11-27,4.401041666666666
2021-11-28,3.630520833333332
2021-11-29,2.934895833333334
2021-11-30,4.040833333333335
2021-12-01,7.050416666666667
2021-12-02,4.813958333333331
2021-12-03,4.920729166666669
2021-12-04,7.594583333333335
2021-12-05,4.915208333333333
2021-12-06,5.531875000000002
2021-12-07,5.976979166666666
2021-12-08,5.378333333333333
2021-12-09,5.004270833333334
2021-12-10,5.304375000000001
2021-12-11,5.1068750000000005
2021-12-12,6.580833333333331
2021-12-13,6.747395833333333
2021-12-14,5.512291666666667
2021-12-15,5.801145833333334
2021-12-16,6.3236458333333365
2021-12-17,5.682291666666667
2021-12-18,5.119479166666667
2021-12-19,3.971354166666666
2021-12-20,3.660104166666667
2021-12-21,1.9873958333333335
2021-12-22,1.8194791666666668
2021-12-23,5.605
2021-12-24,8.46791666666667
2021-12-25,8.782604166666665
2021-12-26,9.061770833333338
2021-12-27,9.508958333333334
2021-12-28,11.036562499999997
2021-12-29,12.428124999999996
2021-12-30,13.082812499999996
2021-12-31,10.438020833333338
2022-01-01,9.966770833333337
2022-01-02,9.718125000000004
2022-01-03,10.4859375
2022-01-04,9.615416666666667
2022-01-05,4.331770833333334
2022-01-06,3.1631250000000004
2022-01-07,4.083541666666668
2022-01-08,6.474895833333335
2022-01-09,6.208020833333332
2022-01-10,5.361770833333334
2022-01-11,3.726875
2022-01-12,2.3990625000000003
2022-01-13,2.201041666666667
2022-01-14,2.5719791666666665
2022-01-15,1.803020833333333
2022-01-16,1.9617708333333328
2022-01-17,3.6869791666666667
2022-01-18,3.9015625000000003
2022-01-19,3.552708333333334
2022-01-20,4.721354166666665
2022-01-21,3.156874999999998
2022-01-22,2.696145833333335
2022-01-23,3.704270833333334
2022-01-24,3.3612500000000005
2022-01-25,2.0509374999999994
2022-01-26,1.9723958333333325
2022-01-27,2.738125
2022-01-28,3.9133333333333336
2022-01-29,5.100625
2022-01-30,6.421354166666667
2022-01-31,6.0815625
2022-02-01,5.449166666666666
2022-02-02,8.713229166666666
2022-02-03,7.020624999999996
2022-02-04,7.631979166666667
2022-02-05,6.117812499999999
2022-02-06,6.457395833333332
2022-02-07,7.7134375
2022-02-08,6.725937499999998
2022-02-09,7.154166666666669
2022-02-10,7.535208333333333
2022-02-11,5.946770833333333
2022-02-12,4.346770833333334
2022-02-13,7.068541666666669
2022-02-14,8.393333333333333
